Doc_ID,LHI_Score,Total_Summary_Entities,Hallucination_Count,Hallucinated_Entities
5012,0.4285714285714286,7,4,"r. 9(a); r. 9(b)(i); r.9(a); Jay Engineering Works vs State of Kerala, 43 S.T.C. 492"
5013,0.7272727272727273,22,6,"s.14; sub clause (ii) of cl.(a) of s.5; Bhawani Cotton Mills Ltd. vs The State of Punjab and Another, (1967) 20 section T. C. 290; Commissioner, Sales Tax & Anr., (1978) 41 section T. C. 409; Fitwell Engineers v Financial Commissioner Delhi Admn (1975) 35 S.T.C. 66; Rattan Lal and Co. vs The Assessing Authority and Another (1970 25 section T. C. 136"
5014,0.8333333333333334,12,2,"Punjab State & Ors., AIR 1966 (53) Punjab 185; Rajinder Prashad"
5015,0.8888888888888888,9,1,Orissa Government
5016,0.7,10,3,"Beynon & Co. Ltd. vs Ogg (Surveyor of Taxes); Commissioner of Taxes vs Melbourne Trust Ltd. [1914] A.C. 1001, 1010 (P.C.); Imperial Tobacco Co. vs Kelly, ,"
5017,0.6,5,2,"United Provinces Government; U.P. Government Notification of March 10, 1948"
5018,1.0,12,0,
5019,0.875,8,1,I.P.C.
5020,0.6666666666666667,3,1,Supreme Court
5021,0.9523809523809523,21,1,Sadhu Singh vs Delhi Administration [1966] I S.C.R. 243
5022,0.84,25,4,"PG NO 335 Court; Ltd., AIR 1952 Calcutta 685; Samarendra Nath Bose; Bela Das"
5023,0.5,8,4,"10(1)(i) to (iv); S.R.O. 4; section 8; Amrit Lal Berry vs Collector of Central Excise Central Revenue & ors., AIK @ 546"
5024,0.7583333333333333,120,29,"197S Act; Customs Tariff Act, 1962; Indian Constitution; customs Tariffs Act, 1975; 19(1) (a); Sakal Papers (P) Ltd.; Sakal Papers(P) Ltd; D.R. Mankekar; Mulchand Odhavji; Paul Borg; Bennett Coleman & Co. & Ors vs Union of India & Ors; Bennett Coleman & Co. & ors vs Union of India & ors; C B.N. Tiwari vs Union of India & ors, [1965] 2 S.C.R. 421; Corpus Juris Secundum (Vol. 16) p. 1132; G Attorney General vs rimes Newspapers [1973] 3 All; Himachal Pradesh & Ors.[1972] 1 S.C.R. 940; Jeffery Sole Bigelow Commonwealth of Virginia 421 us 809: L ed 2d60O at 610; Lews J. Yelentine vs F. J. Chrestensen 86 Law ed; Rajkot Borough Municipality A.I.R. 1970 S.C. 685; Romesh Thapper vs The State of Madras [1950] S.C.R. 564; State of Delhi [1950] S C.R. 605; Thomas vs Collins ; Martin vs City of Struthers 11943]; Tulsipur Sugar Co. Ltd vs The Notified Area Committee Tulsipur [1980] 2S.C.R.1111;Ramesh Chandra Kachardas Porwal & Ors; William B. Cammarane vs United States of America; [1963] Supp 2 S.C.R, 435 at 446; Anton Buttigieg; Lt. Governor Administrator Union Territory; [19731 2 S.C.R. 757; Lal Kuan Delhi"
5025,0.6153846153846154,13,5,s.302; 26.11.80; State of U.P.v; Mohd. Naim; AIR 1964 S.C. 702
5026,1.0,4,0,
5027,0.8947368421052632,19,2,State Trad ing Corporation; sections 18G and 25
5028,0.6,15,6,"cl.4 of s.15 (1)(c); Punjab Act 10 of 1960; Punjab Pre emption Act, 1913; Punjab Preemption Act, 1913; Supreme Court; Ram Sarup V.Munshi [1963] 3 S.C.R. 858"
5029,1.0,3,0,
5030,0.9473684210526316,19,1,State of Jammu and Kashmir vs Hazara Singh & Anr
5031,0.7777777777777778,9,2,"Supreme Court; Inder Lal vs Lal Singh, [1963] Supp. 3 S.C.R. 114"
5032,0.6842105263157895,19,6,"sections 5 and 7; Jagirs Act; Rajasthan Jagirdars ' Debt Reduction Act; Rajasthan Land Reforms; 905 Jamnalal Ramlal Kimtee vs Kishendas and State of Hyderabad, A.I.R. (1955) Hyd. 194; Nand Ram Chhotey Lai vs Kishore Raman Singh, A.I.R. (1962) All 521"
5033,0.8095238095238095,21,4,Central General Clause Act; High Court of Gujarat; s 3(42); Parliament
5034,0.8095238095238095,63,12,"Maharashtra 1963 Amendment Act; Major Port Trust Act, 1963; Mulla Transfer of Property Act; State Act; Section 106 and Section III(h); Section 109 of the 828; Section 2(d) and Section 5; Section III(h); A.D. Silva; Ceylon vs; Commissioner of Commercial Taxes, Dharwar vs Dharmendra Trading Co. etc; Union of India vs Godfrey Philips India Ltd., [1985] Supp"
5035,0.5,2,1,apex Court
5036,0.9230769230769231,13,1,"Ministry of Home Affairs, Department of Personnel and Administrative Reforms"
5037,0.6363636363636364,11,4,"C. P. and Berar Sales Tax Act, 1947; Brahma Nand vs The State of Uttar Pradesh, [1956] 7 S.T.C. 206; Dharam Das Paul vs The Commissioner of Commercial Taxes, [1958] 8 S.T.C. 194; Kokil Ram & Sons vs The State of Bihar, [1949] 1 S.T.C. 217"
5038,0.7777777777777778,9,2,article 226; section 2(s) of the [821 B] (i)
5039,0.9230769230769231,13,1,16/18.1.1969
5040,0.5806451612903225,31,13,"r. 13; r. 15; r.13; Rules of Business; A.I.R. 1965 Pat, 400 269; Guntur Ramalakshmamma vs Govt; Sadruddin Suleman vs; Shayamaghana Ray vs State, A.I.R. 1952 Orissa 200; Baldeo Singh; Lakshmi Devi; L.R. 72 I.A. 241; State of Bihar; J.H.Patwardhan"
5041,0.5454545454545454,11,5,Section 36; sec tion 36; section 35; section 36; Addi tional District Magistrate
5042,1.0,6,0,
5043,0.8333333333333334,18,3,"sanctions 411; section 302 read with section 34; Mt. Gajrani and another vs Emperor, A.I.R. 1933 All 394"
5044,1.0,6,0,
5045,0.9032258064516129,31,3,article 31A or by article 31C; section 18A. [723F G] 1.3; Supreme Court
5046,1.0,9,0,
5047,0.6511627906976745,43,15,"Chapter XXVII; s.417; s.511; section 363(2) read with section 387; section 387; section 388; Universal Declaration on Human Rights; 10 12 73; 26 11 73; dt. 31 7 78; Central Prison Authority Bombay; Yeravada Jail, Pune; Maneka Gandhi vs Union of India; S.L.P. (Crl.) No. A 1319; [1971H. 198A, 209B]"
5048,0.48,25,13,"Ambica Singh; Baboo Ram Golam Singh vs Nursingh Sabey; Bahu Ram vs Baij Nath, [1962] Supp. 3 S.C.R. 724; Chariter Dusadh vs Bhagwati Pandey A.I.R. 1934 Pat; Dashrathlal vs Bai Dhondubai, A.I.R. (1941) Bom; Goblad Dayal vs Inayatullah, All 775; Mr. Bibi Saleha vs Amiruddin(1929)I.L.R. 8 Pat. 251; Nathuni Ram vs Gopinath, A.I.R. 1962 Pat. 226 (F.B); Nuri Mian vs; Phul Mohammad Khan vs Qazi Kutubuddin, A.I.R. 1937 Pat; Rameshwar Lal vs Ramdeo Jha, A.I.R. 1957 Pat; Sakina Bibi vs Amiran, All 472; Zahur vs Nur Ali, All 99"
5049,0.7894736842105263,19,4,Criminal Appeal No. 287 of 1978; Criminal Appeal No. 288 of 1978; Criminal Appeal No.287 of 1978; I.P.C.
5050,0.6666666666666667,6,2,"Lehna vs Musammat Thakyi, (1895) 30 P. R. I24; I. L. R. (1950) Punj. 1"
5051,0.72,25,7,"C.P.C.; Entry 3 List; List 11 or List 111; Babu Jagtanand vs Sri Satyanarayanji and Lakshmiji through; Curl vs Angelo & Anr; F.E. Darukhanawalla vs Khemchand Lalchand, I.L.R. [1954] Bom; Jamuna Das"
5052,0.9074074074074074,54,5,"Rule 7, Rule 7A; Rule 8. 212; Rule 9 C. [237 D H: 238 A] 3; S.B. Patwardhan; [1983] 2 S.C.R. 936"
5053,0.75,12,3,1.7.73; Supreme Court; Constitution
5054,0.8333333333333334,12,2,"Bartlett V. Cohen & Ors. ,; Powell Dufleryn Associated Collieries Ltd. , Franklin vs South East Railway Company"
5055,0.8,5,1,Hobon Sluice
5056,0.6666666666666667,33,11,"Sec. 16(1)(e); sections 14 and 17; sections 30 and 33; A.M. Mair & Co. vs Gordhandas Sagarmull., [1950] S.C.R. 792; Durga Prasad Chamria 121 and Anr; Gunter Henck vs Andre & CIE. S.A., [1970] 1 Lloyd 's Law Reports 235; Kelantan Government vs Duff Development Co. Ltd. Re King and Duveen, F.R. Absalom Ltd. vs Great Western (London) Garden Village Society Ltd.; M/s.; Sewkishen das Bhattar and Ors: AIR 1949 Privy Council 334; [1958] S.C.R. 1236; [1971] 2 Q.B. 588"
5057,0.0,1,1,s.5
5058,0.8484848484848485,33,5,"Supreme Court; Boucher Pierre Andra vs Superintendent, Central Jail, Tihar, New Delhi and another, A.I.R. 1975 S.C. 164; Chandradin Dubey vs The State, 1955 Bihar Law Journal Reports, 323; Dukhi and another vs State and another, A.I.R. 1955 Allahabad, 521; Shrilal Nandram & Another, vs R. R. Agrawal, section D. M. First Class, Gwalior and another Kuttan, A.T.R. 1964, Kerala, 232"
5059,0.7,10,3,"Lakshmichand vs Kalloolal, 1956 N.L.J. 504; Ramkumar vs Kushalchand, A.I.R. 1928 Nag; Arbitration act, 1940"
5060,0.6956521739130435,23,7,"Uttar Pradesh; 305 H 306 C D]; under 7(F); (1958) A.L.J., p. 584; Basant Lal Sah vs Bhagwan Prasad Sah, A.I.R. 1964 All; Bashi Ram vs Mantri Lal (1965) 1 All 545; Bashi Ram vs Mantri Lal, (1965) 1, All. 545"
5061,0.8085106382978724,47,9,"Lakshmindra Tirtha Swamiar; Mahoney; Shirur Mutt; Maharana of Udaipur; Nathdwara Temple Act, 1939; A. 302; sections 5, 7, 10, 11, 21, 27. 28, 35, 36 and 37; 563 Madhaorao Phalke vs The State of Madhya Bharat, [1961] 1 section C. R. 957; Durgah Committee, Ajmer vs Syed Hussain Ali, [1962] 1 section C. R. 333"
5062,0.8333333333333334,6,1,section 2(3)
5063,0.8,15,3,"State of Bihar vs Ramesh Singh, [1978] I SCR 257; K. P; Raghavan"
5064,0.9130434782608696,23,2,"Kapur vs Shields, ; Accountant and Secretarial Services P. Ltd. vs Union; Workmen vs Dahingeapara Tea Estate"
5065,0.75,4,1,M. P. Abolition Act 1950
5066,0.9333333333333333,15,1,"Sea Customs : 'Act, 1878"
5067,0.8518518518518519,27,4,Barmer District; West Pakistan Frontier; Land Customs Act; Rajasthan Armed Constabulary
5068,0.92,25,2,"Sikh Gurdwaras Act, 1925; S 148B"
5069,1.0,6,0,
5070,0.33333333333333337,3,2,Mohamed Shumsool vs Shewakram (2 I.A. 7; Nagammal vs Subbalakshmi 1(1947) I.M.L.J. 641
5071,0.75,4,1,(1) [1952] S.C.R. $
5072,0.5,16,8,"Oxford Medical Publications, 1980; (1975); McLoughin vs O '; Jassee C. Rubin; John Searle; William Alanson White; [1966] Edn.; New York"
5073,0.5,10,5,"Iimine; Supreme Court; Banaras Bank Ltd., [1964] 1 S.C.R.475.preferred; District Board (afterwards Zila Parishad Allahabad vs Syed Tahir Hussain & ors C.A. No. 57 8 of 1963; Shiri Durga Prasad"
5074,0.8,10,2,Heading No. 1902.10; Central Excise authorities
5075,0.65,20,7,"Central Act; 19th August, 1969; 24th May, 1969; 2nd August, 1973; 3rd August, 1973; 7th August, 1969; Sales Tax Appellate Tribunal"
5076,0.5384615384615384,13,6,"Slate of Punjab vs Jagir Singh, (Crl. A. No. 7 of 1972 d/ August 6, 1973); S.R.; Cr. A. No. 26 of 1970; 27 8 73; S.C.R. 165; Cr."
5077,1.0,13,0,
5078,1.0,10,0,
5079,0.8275862068965517,29,5,"British India; .State of Mysore; State of Madras; article 226; State of Kerala V. N. Same lyer, A.I.R. 1966 S.C. 1415"
5080,0.7777777777777778,9,2,"Delhi Rent Control Act, 1958; Rent Control Law"
5081,0.7142857142857143,7,2,"r. 60; State of Orissa (1) vs Union of India, A.I.R. 1972 Orissa 68"
5082,0.9166666666666666,12,1,Vinod Kumar Arora vs Surjit Kurnar
5083,0.8,5,1,Evidence Act
5084,0.75,12,3,"SS. 209, 210 and 213; section 409 and S 409; section 439, read with section 435"
5085,0.8333333333333334,6,1,Reg. 1 of 1886)
5086,0.8125,32,6,"clause (c) of section 195(1); section 195(1)(b) and (c); section 205 (among others); section 205 read with sections 109, 419, 465 and 471 read with section 109; P.C.; P.C. [704F H]"
5087,0.85,20,3,"Standard Minimum Rules; Sunil Batra (1) vs Delhi Administration, [1979] 1 S.C.R. 393; [1978] 1 S.C.C. 248"
5088,0.7037037037037037,27,8,"Calcutta; Municipal Act, 1911; 846 Cantonment Board Poona vs Western India Theatres Ltd., AIR 1954 Bom; A. Hajee Abdul Shakoor & Co. vs State of Madras; East India Tobacco Co. vs State of A.P., ; at 406; M. K. Papiah & Sons vs The Excise Commr. & Anr; Sita Ram Bishambhar Dayal vs State of U.P.; Union of India"
5089,0.9565217391304348,23,1,Section 397 read with Section 401
5090,0.6875,16,5,"Reserve Bank of India; High Court of Kerala; Banking Companies Act, 1949; 26 10 61 (C.A. No; George Stapylton Barnes"
5091,0.7333333333333334,15,4,cation No. 102/81; 19.7.1980; 6.8.1980; rule 56 A and notification No. 201/79
5092,0.7,40,12,"article 134(1)(c); s./20; section 114 (Illustration f); Imports & Exports (Control) Act, 1947; Imports and Exports (Control) Act, 1947; Government of India; Presidency Magistrate; Harz; Queen Empress vs Tulla, 12 Bombay 36; Sris Chandra Nandi vs Rakhalananda (deceased), I.L.R. 1941 Calcutta 468; Thomas Dana vs State of Punjab, [1959] Supp. 1 S.C.R. 274, 286; [83/C] 822 Maqbool Hussain vs State of Bombay"
5093,0.8846153846153846,26,3,"Central Board of the appellant Bank; [130FG] 119 7.1; Income Tax Officer, Alleppey vs M.C. Ponnoose & Ors"
5094,0.8571428571428572,14,2,Calcutta; Tirlok Nath vs Moti Ram and Others (A.I.R. 1950 East Punjab 149)
5095,0.75,4,1,"West Bengal Prevention of Violent Activities Act, 1970"
5096,0.8,15,3,"Constitution of India; Madras General Sales Tax Act, 1939; Supreme Court"
5097,0.625,8,3,Elluru; High Court of Andhra Pradesh; s 2 (b)of
5098,0.9523809523809523,21,1,Bharat Industries Chheharta
5099,0.5,6,3,"section 123(2), (3) and (3A); Supreme Court; [420C] 413"
5100,0.8888888888888888,18,2,"Article 31 B. [545A,B] 3; January 7, 1972"
5101,0.8571428571428572,14,2,"Jayanarayan Suku vs State of West Bengal, [1970] 3 S.C.R. 225; Kanti Lal Bros vs State of West Bengal"
5102,0.6666666666666667,3,1,"s, 33"
5103,1.0,12,0,
5104,0.875,8,1,Gujarat
5105,0.8333333333333334,6,1,section 11(3)(A)(i) indi cates
5106,1.0,4,0,
5107,0.09999999999999998,10,9,"section 120B; section 173; section 190; sections 419 and 471 read with section 468; sections 419/109, 468 and 471; Cr; Cr.; Cr.P.C.; I.P.C."
5108,0.7619047619047619,21,5,"Land Reforms Act, 1950; U. P. Zamindari Abolition; Lala Nanak Chand vs Board of Revenue, U. P., 1955 A.L.J. 408; Ram Dular Singh vs Babu Sukh Ram; Sugriva vs Mukhi"
5109,0.6153846153846154,13,5,"Cement Companies Ltd. vs Bhupendra Cement Works, Surajpur; Laxman Purshottam Paimputkar vs State of Bombay [1964] 1 S.C.R. 200; Narottam Saran vs State of U.P. A.I.R., 1954, All. 232; P.N. Sharma; A.I.R. 1964 All. 148"
5110,0.8181818181818181,11,2,Janardan Reddy; State of Hyderabad
5111,0.8333333333333334,24,4,"AISLJ; South Central Railway; Gafoor Mia; 458 Senior Superintendent of Post Office & Ors., vs Izhar Hussain"
5112,0.875,8,1,proviso to sub section (1) of Section 32F
5113,0.7142857142857143,28,8,Nasik; Bombay High Court; Vijay Kumar vs State of Jammu and Kashmir State of Uttar Pradesh and another; State of Orissa; State of West Bengal; B. Sundar Rao; Pankaj Kumar Chakravarty; Shalini Soni
5114,0.7906976744186046,43,9,"Kerala Land Acquisi tion Regulation, 1089; P. 9; Chandra Bansi Singh & Ors. etc vs State of Bihar & Ors.; Development Officer vs Tayaballi, AIR ; Tah sildar, Land Acquisition, Visakhapatnam vs P. Narasingh Rao Secretary of State, AIR 1919 Cal; State of Punjab & Ors., [1977] 1 S.C.R. 329; Union of India vs Shri Ram Mehar & Anr., [1973] 2 S.C.R. 720; V.R. Katarki vs State of Karnataka & Ors., Civil Appeal No. 4392 of 1986; Collector of Ranchi; Raigarh"
5115,1.0,5,0,
5116,1.0,8,0,
5117,0.8,20,4,7.67.91; s 2(10); section 2 (10) read with s 4; section [934H; 936A] 3
5118,1.0,12,0,
5119,0.75,16,4,"Employees State Insurance Corporation; sections 21 and 44; Deorao vs Keshav, AIR 1958 Bom; Manipopal vs State AIR 1970 Cal"
5120,0.8571428571428572,21,3,"Supreme Court; Edwards vs Bairstow; Jones vs Leeming, [1930) A.C. 415"
5121,0.7222222222222222,18,5,"I.L.R. and Wey Kanta Barooah vs Kusharam Nath & Ors,, XXI E.L.R. 459; Namdeo Chimnaiji Tapre & Anr; Narbada Prasad vs Chhagal Lal & Ors., [1967] I S.C.R. 499; Ram Dayal vs Brijrai Singh & Ors., [1970] I S.C. R. 530; Rangilal Choudhury vs Dahu Sao & Ors., [1962] 2 S.C.R. 401"
5122,0.625,8,3,s.2(6C); section 10(2)(Vii); Income Tax Act
5123,0.7857142857142857,14,3,City of Bangalore Municipal Corporation; City of Bangalore Municipal Corporation Act; Bijay Colton Mills Ltd. vs Their Workmen [1960] 2 S.C.R. 982
5124,0.65,20,7,"Malik Kamil; Ramachandra Shenoy; Musammat Surajmani and others vs Rabi Nath Ojha and another, 35 Indian Appeals 17; Venkata Narasimha vs Parthasarathy, 42 Indian Appeals 51/72; [1952] SCR 478; SCR 834/839/842; Hilda Brite"
5125,1.0,9,0,
5126,0.9661016949152542,59,2,55 of 1987 and 431 of 1987; sub section (4) of Section 6
5127,1.0,7,0,
5128,1.0,10,0,
5129,0.8275862068965517,29,5,Kelyan City Corporation; Village Panchayat Chi kalthane; section 3 is 408; Sindhies; Union of India vs Raghbir Singh
5130,0.8181818181818181,55,10,Per Shah; North Eastern Railway; Northen Railway; 148(3) and 149(3); 311(2); Art.311(2) or article 14of; R. 2046; r. 148(3)does not; Ayyangar; Wanchoo
5131,0.6111111111111112,18,7,"Chinnappa Reddy; S 3(2); S.3; s.3; s.5A; ,[1979] 2 S.C.C. 566; Taramati Chandulal vs State of Maharashtra AIR 1981 SC 871"
5132,0.8333333333333334,6,1,I.P.C.
5133,0.7272727272727273,44,12,"1.7.1975; 4.11.1980; 8.7.1980; Appeal No. 2790/85; Appeal No. 662/86; Crl.; W.P. 10/75; W.P. 115/75; W.P. 720/75; W.P. No. 720/75; Manoharlal; ,[1983] 2 SCC 392"
5134,0.9166666666666666,24,2,section 5(2) read with section 5(1)(d); I.P.C.
5135,0.7727272727272727,44,10,"sub section 3 of section 125; Supreme Court; Fazal Ali; Krishna Lyre; Reddy; Koran; Shariat; Hamira Bibi vs Zubaida Bibi, 43 Indian Appeal 294; Nanak Chand vs Shri Chandra Kishore Agarwala, 11970] I SCR 56C; Syed Sabir Hussain vs Farzand Hasan, 65 Indian Appeal 119 and 127"
5136,0.7352941176470589,34,9,"Xaviers College Society; Shardul Singh; Ahmedabad; Kerala; State of Gujarat; University Act, 1957; order 33(4); N.W.F. Province vs Suraj Narain, 75 I.A. 343; State of M.P. and Ors"
5137,0.8666666666666667,15,2,"331 November, 1975; Alopi Parshad"
5138,1.0,9,0,
5139,0.7894736842105263,19,4,"s.59; August 12, 1984; Sumer Chand Sharma; State of U.P."
5140,0.8333333333333334,30,5,"Constitution; clause (a) of section 3; section 8(1); September 10, 1985; Tata Engineering Locomotive Co., Ltd. [1971; 27 S.T.C. 127 =[1971] 2 S.C.R. 849"
5141,0.34615384615384615,26,17,Supreme Court; Bawa Singh vs Mt. Partap (A.I.R. 1935 Lab. 288; Beg vs Allah Ditta ( [1916] L.R. 44 I.A. 89; Butta Singh vs Mt. Harnamon (A.I.R. 1946 Lab. 306); Gurdit Singh vs Mt. Malan ([1924] I.L.R. 5 Lab; Gurdit Singh vs Mt. Man Kaur (A.I.R. 1937 Lab. 90); Kesar Singh vs Achhar Singh (A.I.R. 1936 Lab; Kesar Singh vs Gurnam Singh (A.I.R. 1935 Lab; Khan Beg vs Mt. Fateh Khatun; Labh vs Mt. Fateh Bibi (A.I.R. 1910 Lab. 436); Mohammad Khalil vs Mohammad Bakhsh (A.I.R. 1949 E.P. 252); Mt. Massan vs Sawan Mal (A I R. 1935 Lab. 453); Najju vs Mt. Aimna Bibi (A.I.R. 1936 Lab. 493); Nanak Chand vs Basheshar Nath ( [1908] 43 P.R. 15); Qamar ud din vs Mt. Fateh Bano ([1943] I.L.R. 26 Lab. 110); Ramzan Shah vs Sohna Shah ([1889] 24 P.R. 191); Subhani vs Nawab (I.L.R. [1940] Lab
5142,0.8888888888888888,9,1,Subramaniam v Public Prosecutor [1956]1 W.L.R. 965
5143,0.9444444444444444,18,1,"Central Administrative Tribunal, Principal Bench"
5144,0.8461538461538461,26,4,"section 3(3)of the; Assam Excise Act, 1910; Assam Revenue Tribunal Act, 1946; Eastern Bengal and Assam Excise Act, 1910"
5145,0.9,10,1,Income tax Appellate Tribunal
5146,1.0,18,0,
5147,0.75,16,4,"Madhya Pradesh; [588 C D] (iii) Section 25C; Mining Engineer vs Rameshwar, [1968] 1 S.C.R. 140; Sawatram Mills vs Baliram, [1966] 1 S.C.R. 764"
5148,0.8,10,2,"Indian Railways Act, 1890 (IX of 1890); Railway Administration, Hall & Co. vs London Brighton and South Coast Railway, Co."
5149,1.0,15,0,
5150,0.6666666666666667,12,4,"clause (1), but also clause (ii); U.P. Zamindari Abolition Act, 1950; Ganga Devi vs State of U.P.; State of U.P. [1978] 3 SCR p. 595"
5151,0.5,2,1,521(2)(c)
5152,0.8571428571428572,7,1,Union of India
5153,0.7272727272727273,11,3,"sections 7 and 11; Muir Mills Co. vs Suti Mills Mazdoor Union, Kanpur ([1955] 1 S.C.R. 991, 1001); State of Madras vs C. P. Sarathy, ([1953] S.C.R. 334, 348)"
5154,0.8333333333333334,12,2,Gujarat Government; P.S.C.
5155,0.7272727272727273,11,3,Cr; IPC; P.C. 1898
5156,0.8461538461538461,13,2,"Chapter 11, rules 2 and 3; Shiba Prasad Singh vs Rani Prayag Kumari Debi & Ors., LR (1931 32) 59 IA 331"
5157,0.8,10,2,"Criminal Procedure Code; Yusofalli Mulla Noorbboy vs The King, L.R. 76 I.A. 158"
5158,1.0,4,0,
5159,1.0,6,0,
5160,0.9285714285714286,14,1,"Karnail Singh and others vs The State of Punjab, ([1954] S.C.R. 904)and Willie Slaney 's"
5161,N/A,0,0,
5162,0.9090909090909091,11,1,sections 4 and 6
5163,0.7727272727272727,22,5,"clause (a) of sub section (1) of section 55; clause (a) of sub section (1) of section 57; section 33; Sales Tax Tribunal; Ramlal Onkarmal vs Commissioner of Income Tax, Assam , Kelpunj Enterprises vs Commissioner of Income Tax Kerala"
5164,0.8333333333333334,6,1,"Kamla Soni vs Rup Lal Mehra, C.A. No. 2150 of 1966"
5165,0.6,25,10,"State of Kerala; State of Punjab; s.4; India Refineries Ltd. vs State of Mysore, A.I.R. 1960 Mys; Indramani Pyarelal Gupta vs; Phillips vs Eyre, 40 Law L Rep. (N.S.) Q.B. 28; B.S. Vadera; Shivdev Singh; W.R. Nathu; Union of India"
5166,N/A,0,0,
5167,0.81,100,19,"Finance (Central Revenues) Department; Government of India Finance Department; Government of India Finance Department (Central Revenues; Indian Audit and Accounts Service; Rajya Sabha Committee; Clause (d); Rule t; section G. Jai; First Gupta; Ist Gupta; N. L; Second Gupta; Sajjan Singh vs State of Rajasthan, [1965] 1 S.C.R. 931; Union of India vs Malji Jangamayya[1977] 2 S.C.R. 28; [1975] 1 S.C.R. 104; [1975] supplementary S.C.R. 491; State of Rajasthan; P. S Kailasam; Untawalia"
5168,0.9230769230769231,26,2,[387 B] (2); sec.
5169,0.42105263157894735,19,11,"CHANDRASEKHARA AIYAR; JAFER IMAM; R. DAS; section 46, Mad; section 46, Mad. 358; Stamp Act, section 46; Ansell vs Inland Revenue Commissioners , Reversionary Interest Society vs Commissioners of Inland Revenue [1906] 22 T.L.R. 740; Bowen vs Ashley; Freeman vs Commissioners of Inland Revenue [1870 71] L.R. 6 Exch; Good son vs Forbes; Vidya Varuthi vs Balusami, 48 I.A. 302"
5170,0.8333333333333334,6,1,[683F] 678
5171,0.8214285714285714,28,5,Har Shankar; Radhakrishna Agarwal; State of Bihar; [974] 3 S.C.R 760 at 782; Municipal Corporation of Delhi
5172,0.6,5,2,"Delhi Rent Control Act; Delhi Rent Control Act, 1958"
5173,1.0,6,0,
5174,0.8571428571428572,21,3,"Paragraph 2; Commissioner of Income tax vs Dewan Bahadur Ram Gopal Mills Ltd., [19611 2 S.C.R. 318; Commissioner of Income tax vs Kamala Mills Ltd."
5175,0.8,65,13,"2.7.1945; October 17.; S.L.P. (C) No. 438/1979; 722 s.14(1); Succession Act; PER N.M. KASLIWAL; C.B. Muthatmma vs Union of India & Ors; L.Rs., '[1989] 2 SCR 1012; V. Tulasamma vs Sesha Reddy; Altaken; Ant; Mohinder Singh; Thakorbhai Chelabhai"
5176,0.7777777777777778,9,2,"Gratuity Act, 1972; Supreme Court"
5177,0.7,10,3,Masjid Shahid Ganj; V. Shiromani Gurdwara Parbandhak Committee; Amritsar
5178,0.7543859649122807,114,28,"Kurundwad; Articles 14, 19(1)(f), 21 and 31(1),(2); Framing of India; 1.01; 1.02; 1.03; 1.04; 1.05; 1.06; 1.07; 1.08; 1.09; 26th January, 1950; Kent Greenawalt; Rau; Varinder Singh; I.A. Nos. 1 to 3 of 1992; W.P. No. 351/72; W.P. No. 798/92; B.P. Jeevan Reddy; S.P. Baucha; Indira Nehru Gandhi vs Raj Narain; Indira Nehru Gandhi vs Raj Narain, [1975] Supp, SCC 1 at 252; Minerva Mills Ltd. vs Union of India & Ors., ; & 119861 3 SCR 718; O.N. Mohindroo vs District Judge, Delhi; Ramesh Prasad Singh vs State of Bihar Another vs Vithal Rao & Ors; Usman Ali Khan vs Sagar 489 Mal; Waman"
5179,0.8333333333333334,36,6,"1.01; 1.05; 1.08; 2.03.After; 2.05; Hariram Satpathy vs Tikaram Agarwala, ; AIR 1978 SC 1S68"
5180,0.5714285714285714,21,9,"14th, the; 15th, two Customs; K; Ram Sarup Singh; Babhoni Sahu vs Emperor, A.I.R. 1949 P.C. 257; Nathu vs State of U.P., A.I.R. 1956 section C. 56; Subramania Goundan vs State of Madras, 119581 S.C.R. 428; [1968] 2 S.C.R. 624; A.I.R. 1937 Cal. 39"
5181,0.75,12,3,1033 section 57(3); 47(1)(a) to (f); Rule 15
5182,0.8333333333333334,6,1,U.P. Government
5183,0.7894736842105263,19,4,High Court of Madras; State of Tamil Nadu; Federation of Hotel and Res taurant Association of India & Ors; Union of India
5184,0.875,16,2,"clause 8; Slate of Gujrat vs Patel Raghav Natha and Ors., C.A. No. 723 of 1966"
5185,0.7692307692307692,13,3,"Madras State; Mysore State; S.C.R. 589,followed"
5186,1.0,11,0,
5187,0.8235294117647058,17,3,1.11.56; Government of India; Ministry of Home Affairs
5188,0.8947368421052632,19,2,section 14(e) and section 16(1) clauses (a) to (g); section 16(1) cases (a) to (g)
5189,0.6666666666666667,3,1,Irrigation Galimala
5190,0.9583333333333334,24,1,Central or State Government
5191,0.8181818181818181,11,2,"section 44 97 766; Commissioner of Income tax vs Ravalaseema Oil Mills, and section V. Veerappan Chettiar vs Commissioner of Income tax, Madras"
5192,0.6666666666666667,21,7,"Durg; Judicial Magistrate, Balod; Dal Chand vs Municipal Corporation, Bhopal AIR 1983 SC 303; Food Inspector vs Prabhkaran 1983 (1) AIPFAC 84; Kanda Swami vs Food Inspector 1982 (1) AIPFAC 322; Kashmiri Lal vs State of Haryana 1981 (2) AIPFC 167; Perumal vs Kumbakonam Municipality 1982 (2) AIPFAC 106"
5193,0.8620689655172413,29,4,"Pondi; Foreign jurisdiction Act, 1947; French Establishments (Administration) Order, 1954; Per Sarkar"
5194,N/A,0,0,
