Doc_ID,LHI_Score,Total_Summary_Entities,Hallucination_Count,Hallucinated_Entities
6653,0.47058823529411764,17,9,"Arab Bank vs Barclays Bank at 531); Bank of Travancore vs Dhirt Ram (69 I.A. I at 8); Banque Des Marchands De Moscou ([1954] 2 A.E.R. 746); Bonython vs Commonwealth of Australia at 219); Fouad Bishara vs State of Israel ([1954] 1 A.E.R. 145); New York Life Insurance vs Public Trustee ([1924] 2 Ch; Odwin vs Forbes and Re. Munster ([1920] 1 Ch; Rex vs Lovitt , Joachinsons vs Swiss Bank Corporation ([1921] 3 K.B. 110); Chesterman"
6654,0.8,15,3,"Jawaharlal Nehru University Centre of Post graduate Studies, Imphal; Mani pur University Act, 1980; University Act"
6655,0.5333333333333333,15,7,"Habeeb Mahomed vs The State of Hyderabad; Kathi Raning Rawat vs The State of Saurashtra ([19521 S.C.R. 435); Kedar Nath Bajoria vs The State of West Bengal ( (1954] S.C.R. 30); Lachmandas Kewalram Ahuja vs The State of Bombay ([1952] S.C.R. 710); Queen Empress vs Ganapathi Vannianar and Others (I.L.R. ,; State of West Bengal vs Anwar Ali Sarkar ([1952] S.C.R. 284); Syed Kasim Razvi vs The State, of Hyderabad ([1953] 29 226 S.C.R. 589)"
6656,0.6666666666666667,6,2,"Criminal Procedure Code; Bhuboni Sahu vs The King, A.I.R. 1949 P.C. 257"
6657,0.625,8,3,s.49; Electricity Supply Act; Andhra Pradesh State Electricity Board
6658,0.6,5,2,"Prevention of Corruption Act, 1947; Gokulchand Dwarkadas Morarka vs The King, (1948) L.R. 75 I.A. 30"
6659,0.5714285714285714,28,12,"State Government of Kerala; State Government of Madras; Rule 1; Rule 28(b) (ii) of Part II; r. 2 of Part I; r. 2(16) of Part I; r. 2(16) of Part I.; r. 28(b)(ii); r. 29; Kerala Public Services Act, 1968; Subordinate Service Rules, 1958; State of Jammu & Kashmir vs Triloki Nath Khosa"
6660,0.33333333333333337,3,2,"Madras Buildings (Lease and Rent Control) Act, 1960; section 14"
6661,0.33333333333333337,6,4,section 100(1)(b); section 119; section 119 A; Jagan Nath vs Jaswant Singh
6662,0.4117647058823529,17,10,"Nego tiable Instruments Act, 1881; Union Bank of India, Palgh; A.L. Underwood Ltd. vs Bank of Liverpool and Martins; Durg Shah Mohan Lal Bankers vs Governor General in Council and Others, AIR 1952 Allaha bad 590; Gill vs Cubitt English Reports, 107 Kings ' Bench 806; Nelson vs Larhold; Raghavji Vizpal v Narandas Parmanandas Bombay Law Re porter, Vol.; Same vs Barclays Bank; Halsbury; Paratha sarathy"
6663,0.4,10,6,"r. 268; section 270 (b), (c) and (e); section 68 (1); section 68 (2) (r); section 68 (2) (r) ; (ii); Madras Motor Vehicles Rules, 1940"
6664,0.7727272727272727,22,5,"Gulam Sarwar vs State of Bihar & Ors; Nillapareddi Chandrasekhara Reddy vs The Government of Andhra Pradesh and Anr; Prabhu Narain Singh vs Superintendent, Central Jail, Varanasi, ILR 1961 1 All. 427; C. Krishna Reddy; Commissioner of Police Hyderabad & Ors., 343"
6665,0.6666666666666667,9,3,"Mysore State Aid to Indus tries Act, 1951; clause (1) of Section 19; Peer Mohammed vs B. Mohan Lal Sowcer, [1988] 2 S.C.C. 513"
6666,0.5,32,16,"section 403 (2); Banwari Godara vs The State of Rajasthan, Cr. A. No. 141 of 1960; Gurcharan Singh vs State of Punjab, A.I.R.; Kharkan vs The State of Uttar Pradesh, A.I.R. 1965 S.C. 83; Manick chand Agarwall vs The State, A.I.R. 1952 Cal; Marz vs The Queen; Mohinder Singh vs State of Punjab, A.I.R. 1965 S.C. 79; Pritam Singh vs State of Punjab; Pritam Singh vs State of Punjab, A.I.R. 1956, S.C. 415; Queen vs Ollis, The King vs Wilkes; R. vs Connelly; Sambasivam vs Public Prosecutor, Federation of Malaya; State of Bombay vs section L. Apte; Yusofalli mulla vs The King; Mac Dermott; Sambasivan"
6667,0.6756756756756757,37,12,"Section 32F; Section 32F and 32; Section 32F.; Section 32P.; section 32F; section 32G.; 5.10.1967; Ahmednagar; Sonai Taluka Nawasa; Agricultural Lands Tribunal; I S.C.R. 489 @ 518; Sri Ram Ram Narain Medhi vs State of Bombay, [1959] Supp."
6668,0.5833333333333333,48,20,"Central Act of 1951; Industries (Development and Regulation) ct, 1951; U.P. Sugar Undertakings (Acquisition) ordinance, 1971; Sugar Corporation Limited; U.P. State; Entry 2 of List II of the Seventh Schedule; Entry 42 of Lt m; Entry 42, List II; entry 52 of List I.; entry 7; Baijnath Kedia vs State of Bihar & Ors. ; at 113; Hingir Rampur Coal Co. Ltd. and others vs The State of Orissa and others ,; His Holiness Kesavananda Bharati Sripadagaivalu vs State of Kerala; Rajamundry Electric Supply Corporation Ltd. vs State of Andhra Pradesh; Rustom Cavasjee Cooper vs Union of India; State of Bihar vs Maharajadhiraja Sir Kameshwar Singh State of West Bengal vs Union of India [1964]1 S.C.R. 371; State of orissa vs M. A. Tulloch and C. [964} 4 SCR 461; Union of India vs Metal Corporation of India & Anr. , State of Gujarat vs Shantilal Mangaldas & Ors; Vajravelu Mudaliar vs Special Deputy Collector of Land Acquisition West Madras [1965] 1 SR 614; Koshal"
6669,0.8571428571428572,7,1,Police Service Rules
6670,0.8064516129032258,31,6,"Punjab Superior Judicial Service; Punjab Superior Judicial Service Rules; April 8,1980 have; May 5,1975,50; Mazhbi; Samra"
6671,0.5714285714285714,7,3,S. 302/34; section 307/34; Z
6672,0.8,5,1,Supreme Court
6673,0.875,8,1,"February 18, 1988"
6674,0.5238095238095238,21,10,"Indian Companies Act, 1913; T. P. Act; T.P. Act; regulation 18 of Table A of 1st Schedule; Howrah Trading Co. Ltd. vs The Commissioner of Income tax, Calcutta, [1959] Supp; Re Nose, Midland Bank Executer & Trustee Co. Ltd. vs Rose; Rose, Rose vs Inland Renvenue Commissioners; V. V. Sarabhai & Co.; Indian Appeals P. 92 @ 97 98; SCR 448 @ 453"
6675,0.6666666666666667,9,3,"Rana Sheo Ambar Singh vs Allahabad Bank Ltd., Allaha bad (1962) 2 SCR p.441; Transfer of Property Act; Allahabad High Court (Lucknow Bench)"
6676,0.5833333333333333,12,5,"Bombay Hereditary Offices Act, 1874; Bombay Paragana and Kulkarni Watans (Abolition) Act, 1950; Appaji Bapuji vs Keshav Shamrav, (1890) 1; Bachharam Datta Patil vs Viswanath Pundalik Patil; L. R."
6677,0.8,5,1,sections 147
6678,0.4545454545454546,11,6,"1192 Strawboard Manufacturing Co. Ltd. vs Gutta Mill Workers ' Union; Hayendranath Bose vs Second Industrial Tribunal; Minerva Mills Ltd. vs Their Workmen; South Indian Estate Labour Relations Organisation vs The State of Madras; State of Madras vs C. P. Sarathy; Textile Workers ' Union, Amritsar vs The State of Punjab and others, A. I. R. 1957"
6679,0.6666666666666667,6,2,"section 7; Kesoram Industries and Cotton Mills Ltd., vs Commissioner of Wealth Tax (Central) Calcutta"
6680,0.19999999999999996,5,4,"Government of Uttar Pradesh; U.P.; Titaghur Paper Mills Co. Ltd. vs Their Workmen, [1959] SUPP; S.C.R. 1012"
6681,0.33333333333333337,3,2,S; Shradh
6682,0.1428571428571429,7,6,"Workmen 's Compensation Act; Bender vs Owners of S.S. ""Zeni"" [1909] '2 K.B. 41; Gatton vs Limerick Steamship Co. , Rourke vs Hold & Co. [1917]; Lancashire and Yorkshire Railway Co. vs Highley, , Lancaster vs Blackwell Colliery Co. Ltd. 1918 W.C. Rep. 345, Kerr or Lendrum vs Ayr Steam Shipping Ca; Marshall vs Owners of S.S. ""Wild Rose"", ,; Simpson vs L.M. & section Railway Co."
6683,0.7619047619047619,21,5,"Somasundram Viswanath; Defence Accounts Service; Secretary Ministry of Defence; Constitution; Indian Defence Accounts Service (Recruitment) Rules, l95X"
6684,0.6111111111111112,18,7,article 286(i)(a); column 4 of Schedule B; entry 8o; entry 8o of Schedule B; section 1o; Supreme Court; State of Travancore Cochin vs Shanmugha Vilas Cashew Nut Factory
6685,0.33333333333333337,6,4,S.C.R. 216; Bombay Municipal Boroughs Act 1925; Buimah Shell Oil Storage and Distributing Co. India Ltd. vs The Belgaum Borough Municipality [1963] Suppl; Burmah Shell Oil Storage and Distributing Company (India) Ltd. vs The Belgaum Borough Municipality
6686,0.7894736842105263,19,4,"section 251 A 662 or section 252; Vepa P. Sarathi; Anthony Allen Fletcher vs State 78 Calcutta Weekly Notes 313; Superintendent and Remembrancer of Legal Affairs, West Bengal vs Satyen Bhowmik"
6687,0.5909090909090908,22,9,"All India Service; All India Services Pensioners ' Association; Andhra Pradesh State Government Pensioners ' Association; August 5, 1985; January t, 1973; Andhra Pradesh State Government Pensioners ' Association; Andhra Pradesh State Government Pensioners ' Association vs State of Andhra Pradesh, [1986] 3 SCC 501; D.S. Nakara vs Union of India, [1983]2 SCR 165; M.L. Abhyankar vs U.O.I"
6688,0.6388888888888888,36,13,"section 12AA (1) (f); section 167(5); section 7(1) (a ) (ii); section 7(i) (a) (ii); sub section clearly (5) of Section 167; Code of Criminal Procedure; High Court of Hyderabad vs Anjaneyulu; Jnan Prakesh Agarwala vs State of West Bengal, (1992) 1 CHN 218; Kanta Dev vs The State of west Bengal, (1986) Calcutta Criminal Law Reporter 158 (1986) 1 CHN 267; Kanta Dey vs The State of West Bengal (1986) Calcutta Criminal Law Reporter 158; Public Prosecution High Court of Hyderabad; Ajnaneyulu; State of Bihar"
6689,0.6,15,6,"1st Class Magistrate Ludhiana; Code of Criminal Procedure, 1898; Balakrishna vs Sakuntala Rai; Charan Das vs Surasti Bai; Khairunnissa vs Baskir Ahmad, Bom; Sampoornam vs N. Sandaram"
6690,0.6470588235294117,17,6,Regulation (3)(1); Regulations 3(1).[1056E F] 1051; Section 16; section 16; sub s.(1); sub section
6691,0.75,32,8,"Adhoc Ruler, 1974; Andhra Pradesh State and Subordinate Services Rules; Articles I 1 and 16; Rule 33(c); Civil Appeal 415; Civil Appeals 1652 1659 of 1978; Civil Appeals 1652 59; Reserve Bank of India vs N. C. Paliwal, A.I.R. 1976 S.C. 2342"
6692,0.3939393939393939,33,20,"section ~51; East Punjab Urban Rent Restriction Act, I94Y; M S Kwality Ice Cream; Associated Hotel of India vs R.N. kapoor; B.M. Lall vs Dun(op Rubber Co., [l968j 1 SCR 23, Z7; B.M. Lall vs Dunlop Rubber Co.; Benmax vs Austin Motor Co. Ltd., 119551 2 W.L.R. 418, 422; Board of Revenue vs A.N. Ansari, [l976] 3 SCR 661, 665; Cobb vs Lane, [l952] 1 All E.R. 1198; Dipak Banerjee vs Smt.; Glenwood Lumber Co. vs Phillips; Khulil ahmad Bashir Ahmed vs Tufelhussain Samasbhai Sarangpurwala; M.N. Clubwala vs Fida Hussain Sahel, [l9d4l 6 SCR 642; Merchant vs Charter, [19773 3 All E.R. 918, 922; Qudrat ullah vs Municipal Board Bareilly, [l974] SCC 202, 204; Ram Sarup Gupta vs Bishun Narain Inter College; Sarju Pershad vs Jwaleshwari 4Pratap Narain Singh; , , 783; Watt vs Thomas, , 487, 488; Wood vs Leadbitter, 153E.R. 351 354; Lilabati Chakkroborty"
6693,0.16666666666666663,6,5,Entry 26AA(iv); Item 26AA(iv) of the First Schedule; Item 68; Indian Aluminium Cables Ltd. vs Union of India & Ors; Customs Cooperative Council Nomenclature
6694,0.5555555555555556,9,4,Roller Flour Mills; 751 Act; Sales Tax Act; sub clause (qq) of section 15 A (1)
6695,0.6666666666666667,9,3,"Order 41, Rule.27; section 269 sub cl.(2); section 269(2)"
6696,0.5555555555555556,18,8,"article 19(1)(a) to (e) and (g); articles 14,19, 21 and 22; Madras Revenue 971 Recovery Act; Madras Revenue Recovery Act; A.K. Gopalan vs The State of Madras; Purshottam Govindji Halai vs Shri B. M. Desai; State of Punjab vs Ajaib Singh; Bombay"
6697,0.31818181818181823,66,45,"Section 100 (1) (b) and (d) (ii); parti 604; section 100 (1) (d) (ii); section 100 605 (1) (b); section 100(1)(b); section 100(1)(d); section 100(1).(d)(ii) and section 123(4); Bombay South Parliamentary constituency; '; Byron; E. F. Leveson Gower; Marshall; O; Abdul Majeed vs, Bhargavan, A.I.R. 1963 Kerala 18; Adams vs Hon; Babulal Sharma vs Brijnarain Brajesh, A.I.R. 1958 M.P. 175 (F.B.); Badri Narain vs Kantdeo Prasad, A.I.R. 1961 Pat; Bayley vs Edmunds,; Beal vs Smith L. R. 1 5; Bhim Sen vs Gopali; Biswanath Upadhava vs Haralal Das, A.I.R. 1958 Assam 97; Bruce vs Odhams Press Ltd.; Chandi Prasad Chokani vs State of Bihar; Christie vs Grieve, 1 O 'Malley & Hardcastle 251; Devaiah vs Nagappa, A.I.R. 1965 Mys; Din Dayal vs Beni Prasad, , Balwant Singh, ;vs Election Tribunal; Gopal Swami vs Abdul Hamid Chowdhury, A.I.R. 1959 Assam 200; Hari Vishnu Kamath vs Election Tribunal; Harish Chandra Bajpai vs Triloki Singh; Inayatullah vs Diwanchand Mahajan, , 235, 236; Inder Loll Yugal Kishore vs Lal Singh, A.I.R. 1961 Raj. 122; Jagan Nath vs Jaswant Singh; Krishna Kumar vs Krishna Gopal, A.I.R. 1964 Raj; Kumara Nand vs Brij Mohan, [1967]1 2 S.C.R. 127; Lai Singh vs Vallabhdas, A.I.R. 1967 Guj; Phillips vs Phillips; Rustom Satin vs Dr. Sampoornanand; Sarala Devi Pathak T. Birendra Singh; Sarat Chandra vs Khagendranath; Sasivarna Thevar vs Arunagiri; Sheopat Singh vs Ram Pratap; Spencer, John Blundell vs Charles Harrison; Surendra Nath Khosla vs Dalip Singh; Vashist Narain Sarma vs Dev Chandra; C.A. No. 1949/67"
6698,0.33333333333333337,3,2,"Indian Easement Act, 1882; Harvey vs Walters"
6699,0.7777777777777778,27,6,"Union of UBMC; United Basel Mission Church (U.B.M.C.) of South Kanara and Coorg; Court of Munsif, Mangalore; N.P. Barwell vs John Jackson, A.I.R. 1943 All. 146; Thiru venkata Ramanuja Pedda Jiyyangarlu Valu vs Prathivathi Bhayan Karam Venkatacharlu; Ugamsingh and Mishrimal vs Kesrimal, [197l] 2 S.C.R. 836"
6700,0.5714285714285714,7,3,"Code of Criminal Procedure, 1973; section 144 and section 169; P.C. [777G] (4)"
6701,0.6666666666666667,12,4,"Bombay High Court; Sales Tax Act; C.l. T., Andhra Pradesh vs M/s. Taj Mahal Hotel, Secunderabad; [1824]6 L.Ed. 128"
6702,0.4285714285714286,7,4,"Section 24(2)(iii); Commissioner of Income Tax Kerala vs Helen Rubber Industries Ltd.; Commissioner of Income Tax, West Bengal vs Isthmian Steamship Lines; Karimtharuvi Tea Estate Ltd. vs State of Kerala"
6703,1.0,3,0,
6704,0.625,8,3,I; Sada Gopa; Sadagopa Naidu
6705,0.7441860465116279,86,22,"State of Gujrat; State of Kerala; 2.9.1981; 22.2.1981; Government Orders 159 and 414; Orders 159 and 414; Rules 20 A; orders 159 and 414; section 14; subse 182; C.A. No. 2309 of 1989; C.A. No. 2310 of 1989; C.A. Nos.; C.A.No. 2309 of 1989; C.A.No. 3151 of 1989; W.P.No. 52 of 1982; W.P.No. 87 of 1987; Writ Petition No. 87 of 1987; J&K General Sales Tax Act, 1962; Jammu & Kashmir Urban Immovable Property Tax Act, 1962; C.A.Nos; Industrial Cables India Ltd. vs Assessing Authority, [1986] Supp"
6706,0.30000000000000004,10,7,"sections 5(1)(a) and 5(1)(d); Prevention of Corruption Act; Prevention of Corruption Act, 1947; Hate Singh Bhagat Singh vs State of Madhya Bharat, A.I.R. 1953 S.C. 468; Otto George Gfeller vs The King, A.I.R. (30); Regina vs Dunbar; Rex vs Carrbriant"
6707,0.9,10,1,"Central Provinces and Berar Sales Tax Act, 1947"
6708,0.9411764705882353,17,1,"21st August, 1970"
6709,0.5454545454545454,11,5,"C. V. Rajagopalachariar vs State of Madras, A.I.R. 1960 Mad; East India Tobacco Co. vs State of Andhra Pradesh; H. H. Vishwasha Thirtha Swamiar of Sri Pejavar Mutt vs The State of Mysore; Khandige Sham Bhat vs The Agricultural Income tax Officer; Kunnathat Thathunni Moopil Nair vs The State of Kerala"
6710,0.2857142857142857,7,5,Indian Finance (Supplementary and Extending)Act of 1931; U.P. Debt Redemption Act (XIII of 1940); Ketki Kunwar vs Ram Saroop (I.L.R. 1943 All. 35); Ketki Kuwar vs Ram Saroop (I.L.R. 1943 All. 35); sec.
6711,0.19999999999999996,10,8,"Bombay Tenancy and Agricultural Lands (Vidarbha Region) Act, XCIX of 1958; Naib Tehsildar; section 2(18); Buvasaheb vs Yesu Krishna, (1960) N.L.J. 219; Kalanka Devi Sansthan, Patur vs Pandu Maroti [1963] Mh.; Kesheoraj Deo Sansthan Karanja v Bapurao, (1964) Mh; L. J. 249; L.J. 589"
6712,0.5,8,4,"Supreme Court; section 196A. Held; Kotamraju Venkatarayudu vs Emperor; Sanjiv Ratanappa Bonad vs Emperor, (1932) I. L. B, LVI Bom"
6713,0.7380952380952381,42,11,"Art, 20(3); proviso to section 132; section 120B; section 120B (first Part); section 168 (81); section 351; section 91; Cr. P. C.; Evidence Act 626; I.P.C.; Hong Cong"
6714,0.5555555555555556,9,4,"Rajasthan State Road Corporation(Corporation; Regional Transport Authority (R.T.A.); S.T.A.T.; Sher Singh vs Union of India, AIR 1984 SC 200"
6715,0.19999999999999996,5,4,"Indian Income tax Act, 1922; Supreme Court; Badridas Daga vs Commissioner of Income tax, [1959] S.C.R. 690; Commissioner of Income tax, U.P. vs M/s. Nainital Bank Ltd."
6716,0.6304347826086957,46,17,"Supreme Court; Article 17 or 23 466 or 24; Convention No. 59 of C; section 3 sub section ( 3); sections 16 to 18 or 19; Con tract Labour (Regulation and Abolition) Act, 1970; Contract Labour (Regulations and Abolition) Act, 1970; Employment of Children Acts, 1938 and 1970; Interstate Migrant Workmen (Regulations of Employment and Conditions of Service) Act 1979; Minimum Wage Act 1948; Minimum Wages Act; Baily vs Aalabama; Francis Coralie Mullin vs The Administrator of Union Territory of Delhi & Others; Maneka Gandhi vs Union of India; Maneka Gandhi vs Union of India, [1978] 2 SCR 663; Pollock vs Williams, ; Lawyers Edn. 1095; Vasudevan vs S.D. Mittal AIR 1962 Bom"
6717,0.6666666666666667,3,1,Indian Army
6718,0.44999999999999996,20,11,ILR 1955 Puni; Mohan; Nirmal Bala Devi; Mohan Rao; Provar Kumar Basu; M. K. Patel vs Kundan Mal Chamanlal; Mangilal vs Sugan Chand Rathi [AIR 1955 SC 101]; Raval & Co. vs K. C. Ramacharndran & ors; Shri Hern Chand vs Shrimali Sham Devi; [1969] An.; P.R. Law Journal 351
6719,0.375,16,10,"13(2)(vi) of Part 11; Chs. 11, IV, VI and section 55; section 56(2) (h); sub section 2(h); August 29 1939; Amendment Act of 1939; A. Ramaswami Ayyangar vs State of Madras; Chandrasekharan Nair vs Secretary to Government of Kerala; Govindaswami vs Andhra; Moss"
6720,0.36363636363636365,11,7,"Income tax Appellate Tribunal; C.I. T. vs B.C. Srinivas Sherry; C.I.T. vs B.C. Srinivas Shetty; Ltd. vs Inspector of Taxes, (supp); R.K. Palshikar (HUF) vs Commissioner of Income Tax, M.P. Nagpur; Income Tax Act; Gold Coast Selection Trust"
6721,0.6923076923076923,26,8,"18th April, 1385; C.A. No. 1423 of 1981; Union of India vs Rajnikant Brothers; Item 9 in Part B Appendix 5; Paragraph 75(1); Part 2 of List 8 of Appendix Vl; article 226; item 9 (v) in Appendix V Part"
6722,0.625,8,3,"r. 6B; section 26A; Income tax Act, 1922"
6723,0.75,8,2,"November 27,; Supreme Court"
6724,0.5,8,4,"Amiruddin Ahmed vs Emperor, Cal; Legal Remembrancer vs Lalit Mohan Singh Roy, (192I) I.L.R. considered; Nazir Ahmad vs The King Emperor, Lah; jitendra Nath vs Emperor, A.I.R. 1937 Cal"
6725,0.6,10,4,"section 34(1)(a); Indian Income tax Act, 1922; C. W. Spencer vs Income tax officer, Madras; Panna Lal Nand Lal Bhandari vs Commmissioner of Income Tax, Bombay City"
6726,0.16666666666666663,6,5,"M.; M. Rajanna; Kanda Sami Pillai vs Chinnabba Mad. 253; Sitharama Raju vs Subba Raju, Mad. 361; Varatha Pillai vs Jeevarathnammal (1918) L R. 46 I.A. 285"
6727,0.1428571428571429,7,6,"section 12(1); section 12(3) (a); sub s.(3) (a); Bombay Rents, Hotel and Lodging House Rates Control Act, 1947; Ambala, vs Babaldas; Bhaiya Punjalal Dhagwanddin vs Dave Bhagwat Prosad Prabhuprasad, [19631 3 S.C.R. 312"
6728,0.6153846153846154,13,5,"Indian Penal Code 313; Prevention of Corruption Act; Emperor vs Sourindra Mohan Chuckerbutty (I.L.R. 37 Cal; Gopal Mandari vs Emperor (A.I.R 1943 Pat; Super intendent and Remembrancer of Legal Affairs, West Bengal vs Abani Kumar Banerjee"
6729,0.75,4,1,"Tamil Nadu Industrial Establishments (Conferment of Permanent Status to Workmen) Act, 1981"
6730,0.6,10,4,Lok Sabha elections held in 1984; Nizamabad Parliament; Nizamabad Parliamentary Constitu ency; 5.4.1958
6731,0.36363636363636365,11,7,"India; C.P.C.; Income Tax Act, 1922; A. P. Bagchi vs Mrs. F. Morgan A.I.R. 1935, AU 513; Bidhoo Beebee vs Keshub Chunder Baboo & Ors; Mahiganj Loan Office Ltd. vs Behari Lal Chaki, I.L.R.; Thomas Skinner vs Ram Rachpal I.L.R. [1938] All 294"
6732,0.33333333333333337,36,24,"a. 34(3); section 22(2) and (4); section 34(1)(a); Income tax Act, 1922; Indian Incometax Act, 1922; J. R. Mudholkar; K. Subba Rao; A. Thangal Kunju Mudaliar vs M. Venkatachalam Potti & Anr; A. section Khader Ismail vs Income tax Officer, Salem, (1963)48 I.T.R. 16; Bombay vs Vasant Hira Lal Shah; Brindaban Chandra Basak vs Incometax Officer; Commissioner of Income tax vs section M. Chitnavis, (1932) L.R. 59 I.A. 290; General Construction and Supply Co. vs Income tax Officer (8th) C Ward, Bombay; Hazart Lal vs Income tax Officer, Kanpur; Hiralal Amrit Lal Shah vs K. C. Thomas; Kamlapat Hotilal vs Income tax Officer; Lakshman Prakash vs Commissioner of Income 414 tax, U.P.; Palaji vs Income tax Officer, Special Investigation Circle; Simrathmul vs Additional Income tax Officer, Ootachamund, (1959)36 I.T.R. 41; Sir Kikabhai Premchand vs Commissioner of Income tax (Central), Bombay; Suraj Mal Mohata & Co. vs A. V. Visvanatha Sastri; V. Sasantsen Dwarkadas 49 I.T.R. (S.C.) 1; K. C. Thomas; Prashar"
6733,0.5918367346938775,49,20,"Baja bai; Bajabal; Bhiku bai; Ganpat Rao Page; Hira Lal; Moore; Rajkhmaji; Shanker Lanke; Aurangabad; Section 57(13); Sadasheorao Dajiba, AIR 1938 Nagpur 163; Sunamedu Muthukumaraswami Muddali yar; Arunachel lam Chetty vs Venkatachellapathi Guru Swamigal, [1919] L.R. 46 IA 204; Bhagirathibai vs Kah nujirav, ILR 11 Bombay 285; Girdhari Lall Roy vs The Bengal Government, [1867 79]; Mahant Shri Srinivasa Ramanuj Das vs Surajnarayan Dass & Anr., [1966] Snpp; Martand Rao vs Malhar Rao, [1927 28] L.R. 551 A 45 at 48; Poohari Fakir Sadavarthy of Bomdilipuram vs The Commission; Rajah Mattu Ramalinga Setupati vs Peria nayagum Pillai, [1873 74] L.R. 11A 209; [1895 96] LR 23 IA 83"
6734,0.625,24,9,"Jammu and Kashmir; 8. 23 or section 24; s 2 (c); section 2 (c); section 2 (e); section 21; sections 12 to 16; sections 16, 17 and 18(c) read with rs; sub (l) of section 12"
6735,0.6,15,6,"Rule 3 (1); r. 3 (1) of Sch; r. 3 (I); r. 3(1) of Sch; Gwalior War Profits Tax ordinance, Samvat 2001; July s, 1944"
6736,0.8484848484848485,33,5,"Sec 87 tion 302; Sections 14, 341, 323,324 read with Section 149; Sections 149; clause (3) of Section 300; PC"
6737,0.5,2,1,section 2(c)(ii)
6738,0.875,16,2,Customs Appellate Tribunal; Broome vs Cassell & Co.
6739,0.38888888888888884,18,11,article 136; section 302; section 374; 1898 Code of Criminal Procedure; Code of Criminal Procedure; Code of Criminal proce; Constitution; Cr.; I.P.C.; Judicial Commissioner 's Court) Regulation 1963; Ediga Annamma
6740,0.55,20,9,"s.20; s.4; s.6(c); Constitution; U.P. Public Premises (Eviction of Unauthorised Occupants) Act, 1972; Ashram; 1st December, 1986; National Thermal Power Corporation; Additional District Judge of the area,"
6741,0.56,25,11,"Balimella; Nanda; P.L. Juneja; Patnaik; arbitration 563; AIR 1981 Delhi 43; Allen Berry & Co. (P) Ltd. vs Union of India; Bombay Housing Board (now the Maharashtra Housing Board) vs Kharbase Naik & Co., Sholapur; Union of India vs Bungo Steel Furniture Pvt. Ltd.; Prabartak Comercial Corpn; Food Corporation of India"
6742,0.5,24,12,Chapter XV; section 104(3); section 190(a); section 190(b); sections 107 and 108; Cr. P.C.; Adarji Fatakia vs; Badku Joti Savant vs State of Mysore; Raja Ram faiswal vs State of Bihar; Romesh Chandra Mehta vs State of West Bengal; State of Punjab vs Barkat Ram; A. No. 46 of 1968
6743,0.2962962962962963,27,19,"Rule 126; Rule 126 (2); Sec.; Sec. 18; Sec. 3; Sec. 4 and 5; Sec. 43; clauses (b), (c), (d) and (e) of Sec.; rule 126 (H), 2(d)(ii); Defence of India (Amendment) Rules; Defence of India Act.1962 in; Defence of India Rules; India Penal Code; Probation offenders Act; Probationers of Offenders Act; Magistrate First Class, Bangalore; Central Excise Department; State of U.P.; Arvind Mohan Sinha vs Amulya Kumar Biswas & Ors"
6744,0.25,4,3,section 10; Industrial Disputes Act; National Tobacco Co. of India Ltd. vs Fourth Industrial Tribunal
6745,0.4444444444444444,9,5,"article 311(2); Indian Limitation Act; Purshottam Lal Dhingra; Punjab Province vs Pandit Tarachand, [1947) F.C.R. 89; Purshottam Lal Dhingra vs Union of India"
6746,0.75,16,4,Akal Takht Sabib; Gurudwara; Gurudwaras; Sikh Gurudwaras Act (Punjab Act VIII of 1925)
6747,0.5283018867924528,53,25,"Vishakhapatnam; A.I.R. 1943 Patna 53; Anderson Wright Ltd. vs Moran and Company, [1955] 1 S.C.R. 862; Banwari Lal vs Hindu College, A.I.R. 1949 East Punjab 165; Bell vs Laver Brs; Birla Jute Manufacturing Co. Ltd. vs Dulichand; Charles Osenton and Co. vs Johnston; Ear/Beauchamp vs Winn; Gardner vs Jay; General Enter prises vs Jardine Handerson Ltd., A.I.R. 1978 Calcutta 407; Hudders field Banking Co. vs Henry Lister & Sons, [1895] 2 Ch. 273; Jawaharlal Burman vs Union of India; Jee Lae vs Lord Dalmeny; Johurmull Parasram vs Louis Dreyfus Co. Ltd. 52 C.W.N. (1947 48) 137 A.I.R. 1949 Cal 179; Kannedy vs Panama Royal Mail Co.; Khusiram vs Hanutmal; Narsingh Prasad vs Dhanraj Mills; Ormarod vs Todmordon; Sheikh Brothers LId.; Smith vs Hughes, [1871] L.R. 6 Q.B. 597; Solle vs Butcher, 476 Fraderick E. Rose (London) Ltd. vs William H. Pim Junior & Co. Ltd.; U.P. Government vs Nanhoo Mal, A.I.R. 1960 All. 420; W.F. Ducat & Co. Pvt. Ltd. vs 474 Hiralal Pannalal, A.I.R. 1976 Calcutta 126; Arnold; I.L.R. 21 Patna 544"
6748,0.6666666666666667,15,5,"Coven; Section 5 (2) (a); C.I. T. vs Machillan & Co.; Keshav Mills Ltd. vs C.I T., Bombay; Raghava Red& vs C.I.T, Andhra Pradesh"
6749,1.0,2,0,
6750,0.25,4,3,"Cox; R; Bhuboni Sahu vs The King, (1949) L. R. 76 1"
